Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,ID_TRIP,ID_SALES,Program_Code,From_Grade,To_Grade,Group_State,Days,Travel_Type,Cancelled_Pax,SPR_Product_Type,FPP,Total_Pax,GroupGradeType,MajorProgramCode,FPP_to_School_enrollment,Retained,Region,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,Days_from_Initial_System_to_Departure,Days_from_Latest_RPL_to_Departure,Has_Early_RPL,Days_from_FirstMeeting_to_Departure,Days_from_LastMeeting_to_Departure,Days_from_Deposit_to_Departure,Days_from_Departure_to_Return,Days_between_Meetings,Days_between_System_and_FirstMeeting,Days_between_System_and_LastMeeting,Cancellation_Rate,Revenue_per_PAX,Deposit_Ratio,Insurance_Cancellation_Rate,Months_to_Departure,Past_Bookings,Initial_Year,Initial_Season,Grade_Span,Departure_Season
1742,2,3,0.166893329098334,0.217301812647201,0,1512,0.96228059073471,1,1374,HC1374A,HC,7.0,10.0,AL,9,A,5,East Coast,13,13,High->High,H,0.007112650273509,0,Other,PUB,1,9.0,12.0,1680,6.0,0,1,139.0,141.0,178,154,0,139,141,47,9,-2,39,37,0.2777777777777778,116.3076923076923,134.0,1.5,2,5.0,2018,3,3.0,1
1224,6,2,0.55780733847763,0.292476708962454,0,1298,0.892673974340483,1,1393,HD1393A,HD,8.0,8.0,MI,14,A,2,East Coast,9,12,K->Middle,H,0.074410821840375,1,Other,CAT,1,2.0,8.0,151,9.0,1,1,257.0,254.0,385,221,1,257,254,361,14,3,128,131,0.14285714285714285,108.16666666666667,102.0,0.3333333333333333,12,54.0,2018,1,0.0,2
900,23,9,0.700088503250278,0.147285772562345,0,877,0.909621702416494,3,141,HD141T,HD,8.0,9.0,IN,11,T,8,East Coast,29,33,K->High,H,0.066541990441359,0,Other,PUB,1,2.0,12.0,518,11.0,1,1,268.0,267.0,464,280,1,268,267,224,11,1,196,197,0.1951219512195122,26.575757575757574,27.272727272727273,0.391304347826087,7,8.0,2018,0,1.0,2
1742,28,1,0.585012383207355,0.108010362516265,0,1869,0.883267552598496,4,1471,HD1471A,HD,4.0,4.0,CA,20,A,1,East Coast,49,49,PK->Middle,H,0.164273187316035,1,Southern California,PNC,1,1.0,6.0,308,16.0,0,1,234.0,226.0,369,270,1,234,226,211,20,8,135,143,0.02,38.142857142857146,35.55102040816327,0.03571428571428571,6,115.0,2018,1,0.0,2
473,35,5,0.331269108473197,0.086316089494518,0,544,0.899840674064063,9,1515,HD1515T,HD,7.0,8.0,OH,9,T,10,East Coast,89,119,Middle->High,H,0.402516734267962,0,Other,PUB,1,7.0,12.0,265,9.0,0,1,254.0,242.0,430,380,0,254,242,213,9,12,176,188,0.07751937984496124,4.571428571428571,3.9747899159663866,0.14285714285714285,7,19.0,2018,1,1.0,2
616,32,9,0.432831629361547,0.229995847864774,0,644,1.02102167937169,2,1559,HG1559A,HG,2.0,2.0,CA,8,A,11,CA History,70,75,K->Middle,H,0.098902448509422,1,Southern California,PUB,0,2.0,6.0,702,16.0,1,1,236.0,232.0,364,285,0,236,232,204,8,4,128,132,0.12790697674418605,8.586666666666666,8.213333333333333,0.28125,7,28.0,2018,2,0.0,2
1315,37,4,0.663032099174079,0.254961476478407,0,1334,0.973063315325412,4,1643,HD1643A,HD,10.0,10.0,WI,10,A,8,East Coast,69,63,Middle->High,H,0.07166566142105,1,Other,PUB,1,7.0,9.0,905,6.0,1,1,171.0,173.0,321,176,1,171,173,128,10,-2,150,148,0.11267605633802817,21.174603174603174,20.873015873015873,0.10810810810810811,4,24.0,2018,1,0.0,1
353,8,3,0.43699250319062,0.186605968816082,1,356,0.981118796878537,1,1649,HS1649A,HS,5.0,5.0,CA,2,A,4,CA History,15,18,K->Middle,H,0.065666406468458,1,Southern California,CHD,1,2.0,8.0,298,15.0,1,1,174.0,177.0,314,229,0,174,177,110,2,-3,140,137,0.18181818181818182,19.77777777777778,19.61111111111111,0.375,4,78.0,2018,2,0.0,2
1628,3,2,0.164774169071285,0.062879784766798,0,1921,0.939355865317458,2,1728,CD1728A,CD,7.0,7.0,OR,22,A,2,East Coast,18,23,PK->High,C,0.027269925056153,1,Pacific Northwest,CHD,1,1.0,12.0,709,8.0,1,1,161.0,159.0,204,195,0,161,159,152,22,2,43,45,0.08,83.52173913043478,70.78260869565217,0.6666666666666666,5,7.0,2018,3,0.0,2
424,16,4,0.604869940145268,0.043468690013009,1,367,0.942104126303917,1,1756,HS1756A,HS,2.0,2.0,CA,1,A,5,CA History,27,27,PK->Middle,H,0.081721819426233,1,Southern California,CHD,0,1.0,6.0,301,15.0,0,1,236.0,232.0,329,223,1,236,232,142,1,4,93,97,0.15625,13.592592592592593,15.703703703703704,0.25,5,63.0,2018,1,0.0,2
1558,36,4,0.547846992622479,0.335000576078481,0,1481,0.967450810073484,5,1776,HD1776A,HD,7.0,8.0,IA,19,A,6,East Coast,59,67,Elementary->Middle,H,0.259632961365234,0,Other,PUB,1,5.0,8.0,266,10.0,0,1,217.0,207.0,582,222,1,217,207,173,19,10,365,375,0.0821917808219178,22.104477611940297,23.253731343283583,0.1111111111111111,6,0.0,2017,3,1.0,2
3111,31,2,0.58774639734753,0.235894255484108,0,2743,0.890299035029315,7,1789,HC1789A,HC,7.0,7.0,CA,29,A,3,East Coast,60,61,PK->Middle,H,0.122720548580828,1,Southern California,CHD,1,1.0,8.0,371,14.0,1,2,391.0,248.0,505,479,1,391,248,222,29,143,114,257,0.046875,44.967213114754095,51.0,0.06451612903225806,7,11.0,2018,0,0.0,2
677,15,2,0.452892244444331,0.265462051200698,1,591,1.02169708713809,1,1802,HG1802A,HG,4.0,4.0,CA,8,A,3,CA History,38,38,PK->Middle,H,0.07772918626277,0,Southern California,CHD,1,1.0,8.0,461,14.0,0,1,206.0,202.0,345,237,1,206,202,168,8,4,139,143,0.07317073170731707,15.552631578947368,17.81578947368421,0.13333333333333333,6,14.0,2018,1,0.0,2
2153,30,2,0.934323088238826,0.193318049744742,1,2223,0.903994235013694,2,1815,CD1815A,CD,5.0,6.0,CA,29,A,3,East Coast,25,34,PK->Middle,C,0.147141003540717,0,Southern California,CHD,1,1.0,8.0,236,6.0,1,1,215.0,209.0,605,210,1,215,209,180,29,6,390,396,0.08108108108108109,65.38235294117646,63.3235294117647,0.06666666666666667,6,0.0,2017,2,1.0,2
2175,36,1,0.623850296451905,0.2745952427456,1,2518,0.929941313758624,5,1836,CC1836A,CC,9.0,9.0,CA,33,A,1,East Coast,53,71,PK->Middle,C,0.071500079041017,1,Northern California,CHD,1,1.0,8.0,779,16.0,1,1,179.0,184.0,395,219,1,179,184,164,33,-5,216,211,0.013888888888888888,35.46478873239437,30.633802816901408,0.027777777777777776,6,4.0,2018,0,0.0,1
1526,39,6,0.838073241436245,0.114135503802193,0,1735,0.917345495504754,5,1894,HD1894A,HD,7.0,7.0,TX,16,A,4,East Coast,42,56,Middle->Middle,H,0.24077122858948,1,Dallas,PUB,1,6.0,8.0,186,14.0,1,1,230.0,236.0,469,241,1,230,236,213,16,-6,239,233,0.06666666666666667,30.982142857142858,27.25,0.15384615384615385,7,27.0,2018,0,0.0,2
3497,14,2,0.581721909062027,0.092925218568448,0,3781,0.902785404931854,3,1905,HC1905A,HC,6.0,6.0,HI,34,A,6,East Coast,19,24,Middle->Middle,H,0.074978094719036,0,Other,PUB,1,6.0,8.0,275,14.0,0,1,253.0,252.0,441,260,1,253,252,217,34,1,188,189,0.2,157.54166666666666,145.70833333333334,0.14285714285714285,7,2.0,2018,1,0.0,2
1569,24,3,0.781304699771908,0.173346996182394,0,1776,0.876976881492368,4,1924,HD1924A,HD,6.0,7.0,CO,16,A,5,East Coast,31,41,PK->High,H,0.064467213719413,0,Other,PUB,1,1.0,12.0,531,11.0,1,1,273.0,270.0,280,296,0,273,270,239,16,3,7,10,0.10869565217391304,43.31707317073171,38.26829268292683,0.125,8,74.0,2018,3,1.0,2
2211,41,5,0.557684410785525,0.164613420482743,0,2036,0.925053701747923,8,195,HD195A,HD,9.0,9.0,CA,13,A,6,East Coast,75,72,PK->Middle,H,0.0795043445408,1,Southern California,PNC,1,1.0,8.0,883,16.0,0,1,263.0,268.0,405,283,1,263,268,183,13,-5,142,137,0.07692307692307693,28.27777777777778,30.708333333333332,0.12195121951219512,6,102.0,2018,1,0.0,2
2584,27,0,0.672995404449406,0.076054751738342,0,2870,0.874414359030747,4,2003,HO2003A,HO,4.0,4.0,CA,16,A,1,East Coast,49,46,K->Middle,H,0.14691644649358,1,Southern California,PNC,1,2.0,6.0,263,16.0,0,1,232.0,232.0,445,268,1,232,232,241,16,0,213,213,0.02127659574468085,62.391304347826086,56.17391304347826,0.0,8,2.0,2018,0,0.0,2
1788,17,4,0.229771599350823,0.088889167842062,0,1646,0.886487773566276,8,2084,HD2084A,HD,6.0,6.0,CA,16,A,3,East Coast,77,87,Middle->Middle,H,1.43925259642132,1,Northern California,PNC,1,6.0,8.0,47,16.0,0,1,215.0,207.0,437,235,0,215,207,178,16,8,222,230,0.03333333333333333,18.919540229885058,20.551724137931036,0.23529411764705882,5,51.0,2018,0,0.0,2
1646,43,4,0.779575125668865,0.153374467126135,0,1560,0.911654472745867,8,2089,HD2089A,HD,8.0,8.0,TN,24,A,7,East Coast,66,60,Middle->Middle,H,0.079189706533331,1,Other,PUB,1,6.0,8.0,687,1.0,0,1,224.0,218.0,440,248,1,224,218,190,24,6,216,222,0.1044776119402985,26.0,27.433333333333334,0.09302325581395349,6,3.0,2018,0,0.0,2
1616,10,2,0.225303999597777,0.217301812647201,0,1601,0.864887394465694,5,2114,HD2114A,HD,8.0,8.0,AZ,18,A,10,East Coast,54,62,K->Middle,H,0.06647974756593715,1,Other,PUB,0,2.0,8.0,591,9.0,1,1,236.0,232.0,220,246,0,236,232,174,18,4,-16,-12,0.1388888888888889,25.822580645161292,26.06451612903226,0.2,5,49.0,2018,3,0.0,2
2023,54,8,0.606934600549572,0.059349423172037,1,2034,0.87532653934827,14,2117,HD2117A,HD,8.0,8.0,AZ,35,A,9,East Coast,70,106,Middle->Middle,H,0.267318409602006,1,Other,PUB,1,7.0,8.0,283,16.0,1,1,228.0,243.0,385,247,1,228,243,202,35,-15,157,142,0.0782608695652174,19.18867924528302,19.08490566037736,0.14814814814814814,7,31.0,2018,1,0.0,2
875,34,3,0.28625575239421,0.222539207972204,0,793,0.886715663117708,18,2165,HD2165T,HD,6.0,6.0,OH,12,T,6,East Coast,127,138,Middle->Middle,H,0.237392075127966,1,Other,PUB,1,6.0,8.0,452,9.0,1,1,246.0,248.0,413,255,1,246,248,214,12,-2,167,165,0.041666666666666664,5.746376811594203,6.340579710144928,0.08823529411764706,7,23.0,2018,1,0.0,2
3143,50,11,0.611712774013426,0.174670040782044,1,2795,0.946657188435813,4,225,HC225A,HC,7.0,7.0,CA,41,A,10,East Coast,77,91,PK->Middle,H,0.108580922876544,1,Southern California,CHD,1,1.0,8.0,681,14.0,1,1,271.0,260.0,475,292,1,271,260,243,41,11,204,215,0.09900990099009901,30.714285714285715,34.53846153846154,0.22,8,40.0,2018,0,0.0,2
2165,8,4,0.518273934334364,0.181143011664176,0,2004,0.775887488273165,4,2251,HD2251A,HD,9.0,9.0,CA,14,A,4,East Coast,18,21,K->Middle,H,0.064452401813838,1,Northern California,PUB,1,2.0,8.0,241,16.0,0,2,316.0,184.0,405,219,1,316,184,150,14,132,89,221,0.16,95.42857142857143,103.0952380952381,0.5,5,40.0,2018,0,0.0,1
2505,36,1,0.592224236960405,0.26209453742458,1,2505,0.894531055221885,5,242,CC242A,CC,7.0,7.0,CA,28,A,1,East Coast,55,61,PK->Middle,C,0.067303566941564,1,Northern California,CHD,1,1.0,8.0,849,16.0,0,1,184.0,196.0,389,198,1,184,196,162,28,-12,205,193,0.016129032258064516,41.0655737704918,41.0655737704918,0.027777777777777776,6,6.0,2018,0,0.0,1
1503,39,6,0.800959639298831,0.13069471082206,0,1643,0.903440688229694,5,2447,HD2447A,HD,6.0,6.0,TX,16,A,4,East Coast,54,55,Middle->Middle,H,0.227329265378127,1,Dallas,PUB,1,6.0,8.0,187,14.0,0,1,228.0,225.0,462,259,1,228,225,199,16,3,234,237,0.06779661016949153,29.87272727272727,27.327272727272728,0.15384615384615385,7,32.0,2018,0,0.0,2
518,39,4,0.660925477982779,0.089989635852092,1,606,0.935462101568833,4,2450,HG2450T,HG,2.0,2.0,CA,13,T,6,CA History,67,64,K->Elementary,H,0.217302018743258,1,Southern California,PUB,1,2.0,5.0,289,16.0,0,1,215.0,231.0,347,259,0,215,231,207,13,-16,132,116,0.08571428571428572,9.46875,8.09375,0.10256410256410256,7,29.0,2018,2,0.0,2
1923,3,0,0.570228701808613,0.168003444493224,0,2187,0.863932878609291,1,2458,SK2458A,SK,7.0,10.0,AZ,10,A,0,Science,5,7,High->High,S,0.002829514707566,0,Other,PUB,0,9.0,12.0,1822,13.0,1,1,236.0,232.0,386,255,0,236,232,82,10,4,150,154,0.0,312.42857142857144,274.7142857142857,0.0,3,1.0,2018,0,3.0,1
2445,9,9,0.41764119847481,0.082876141126633,0,2581,0.848977014184084,3,2487,HC2487A,HC,10.0,10.0,AZ,24,A,10,East Coast,25,24,Middle->Middle,H,0.025500913956943,1,Other,PUB,1,7.0,8.0,873,0.0,1,2,427.0,141.0,484,154,1,427,141,410,24,286,57,343,0.29411764705882354,107.54166666666667,101.875,1.0,14,0.0,2017,3,0.0,1
1916,28,7,0.864408553570198,0.259495812265843,0,2160,0.987525693516761,2,2578,HD2578A,HD,9.0,9.0,CA,22,A,6,East Coast,40,35,PK->Middle,H,0.176683292997714,0,Northern California,CAT,0,1.0,8.0,215,14.0,1,1,236.0,232.0,658,592,1,236,232,123,22,4,422,426,0.14634146341463414,61.714285714285715,54.74285714285714,0.25,4,1.0,2017,1,0.0,1
2562,9,9,0.399822908913513,0.084527232570809,0,2457,0.894534226099812,3,2598,HC2598A,HC,8.0,8.0,AZ,21,A,12,East Coast,20,23,Middle->Middle,H,0.02511687303751,1,Other,PUB,1,7.0,8.0,852,0.0,1,2,412.0,130.0,459,172,1,412,130,417,21,282,47,329,0.34285714285714286,106.82608695652173,111.3913043478261,1.0,14,1.0,2017,3,0.0,1
667,14,11,0.579414764287698,0.034824654469473,1,572,0.884900299911932,2,2620,HS2620A,HS,3.0,3.0,CA,4,A,23,CA History,24,26,Elementary->Elementary,H,0.054064069600074,1,Southern California,PUB,0,4.0,5.0,408,7.0,0,1,236.0,232.0,337,205,1,236,232,168,4,4,101,105,0.46938775510204084,22.0,25.653846153846153,0.7857142857142857,6,49.0,2018,1,0.0,2
1788,10,1,0.655657797010818,0.217301812647201,0,1671,0.908376017164769,2,2661,HD2661A,HD,8.0,8.0,AZ,14,A,2,East Coast,18,20,PK->High,H,0.0494054026603,1,Other,CAT,1,1.0,12.0,319,11.0,1,1,199.0,196.0,354,157,1,199,196,182,14,3,155,158,0.09090909090909091,83.55,89.4,0.1,6,29.0,2018,1,0.0,2
734,17,4,0.607063297385512,0.182650469418765,0,687,0.960169869193844,2,2719,HD2719T,HD,9.0,9.0,OH,9,T,6,East Coast,29,27,Middle->Middle,H,0.066576485960353,1,Other,PUB,0,6.0,8.0,373,8.0,1,1,236.0,232.0,438,272,1,236,232,217,9,4,202,206,0.18181818181818182,25.444444444444443,27.185185185185187,0.23529411764705882,7,25.0,2018,1,0.0,2
659,15,0,0.61693128202839,0.130481071350457,1,759,0.871346720478939,3,2757,HG2757A,HG,5.0,5.0,CA,8,A,2,CA History,28,28,K->Middle,H,0.247778057116753,1,Southern California,PNC,0,2.0,6.0,114,12.0,0,1,236.0,232.0,350,101,0,236,232,95,8,4,114,118,0.06666666666666667,27.107142857142858,23.535714285714285,0.0,4,23.0,2018,1,0.0,2
1771,3,2,0.151838389572922,0.056569334849642,0,1851,0.91618864371894,2,2762,CD2762A,CD,6.0,6.0,OR,20,A,2,East Coast,23,23,PK->High,C,0.028278869617866,1,Pacific Northwest,CHD,1,1.0,12.0,688,8.0,1,1,174.0,173.0,217,205,0,174,173,169,20,1,43,44,0.08,80.47826086956522,77.0,0.6666666666666666,5,6.0,2018,3,0.0,2
592,2,0,0.07313075696059,0.127923787733537,1,570,0.975662370476223,1,2854,HS2854A,HS,2.0,2.0,CA,6,A,3,CA History,29,28,K->Middle,H,0.040354545883371,1,Southern California,PUB,0,2.0,7.0,727,10.0,1,1,236.0,232.0,251,229,0,236,232,163,6,4,15,19,0.0967741935483871,20.357142857142858,21.142857142857142,0.0,5,118.0,2018,3,0.0,2
641,11,5,0.351339300301338,0.218867329708772,0,627,0.840076585508083,4,2887,HD2887T,HD,6.0,7.0,SC,12,T,7,East Coast,25,37,PK->Middle,H,0.059758620065911,0,Other,PUB,1,1.0,7.0,510,2.0,0,1,244.0,237.0,386,227,1,244,237,181,12,7,142,149,0.1590909090909091,16.945945945945947,17.324324324324323,0.45454545454545453,6,5.0,2018,1,1.0,2
1639,43,4,0.754307000663303,0.165507487481052,0,1693,0.911323962928413,7,2919,HD2919A,HD,6.0,6.0,TN,20,A,6,East Coast,53,60,Middle->Middle,H,0.080549499097983,1,Other,PUB,1,6.0,8.0,766,1.0,0,1,219.0,230.0,436,271,1,219,230,195,20,-11,217,206,0.09090909090909091,28.216666666666665,27.316666666666666,0.09302325581395349,7,8.0,2018,0,0.0,2
1519,52,13,0.683734383375388,0.242706894383497,0,1402,0.875730777316291,6,3033,HD3033A,HD,8.0,8.0,CA,13,A,24,East Coast,58,78,Middle->Middle,H,0.086539155087997,1,Southern California,PUB,1,6.0,8.0,783,6.0,1,1,269.0,262.0,432,263,1,269,262,241,13,7,163,170,0.23529411764705882,17.974358974358974,19.474358974358974,0.25,8,81.0,2018,1,0.0,2
1971,6,0,0.565912810509639,0.340148434210789,0,2153,0.848002599571817,2,3035,HD3035A,HD,7.0,7.0,TX,16,A,0,East Coast,13,12,PK->Middle,H,0.063609745789737,1,Dallas,CHD,1,1.0,6.0,157,0.0,1,1,212.0,200.0,431,196,1,212,200,150,16,12,219,231,0.0,179.41666666666666,164.25,0.0,5,8.0,2018,0,0.0,1
2124,19,4,0.620348985791796,0.436146953828539,0,2145,0.899115247006674,3,3050,HC3050A,HC,5.0,7.0,SD,19,A,5,East Coast,32,33,Middle->Middle,H,0.195808765036852,1,Other,PUB,1,6.0,8.0,160,7.0,0,2,438.0,259.0,514,249,1,438,259,221,19,179,76,255,0.13157894736842105,65.0,64.36363636363636,0.21052631578947367,7,0.0,2018,0,2.0,2
2307,65,2,0.537904795482716,0.184752008145351,1,2292,0.89041232115747,11,3061,HD3061A,HD,8.0,8.0,CA,32,A,3,East Coast,124,132,PK->High,H,0.104643290725708,1,Southern California,CHD,1,1.0,12.0,1083,15.0,0,1,208.0,225.0,423,241,1,208,225,212,32,-17,215,198,0.022222222222222223,17.363636363636363,17.477272727272727,0.03076923076923077,7,86.0,2018,1,0.0,2
3062,13,1,0.68100535546632,0.402707922437268,0,3008,0.93489795163423,1,3190,HC3190A,HC,7.0,7.0,WA,21,A,0,East Coast,17,23,PK->Middle,H,0.065858515918343,1,Pacific Northwest,PNC,1,1.0,8.0,336,12.0,0,2,449.0,246.0,461,490,1,449,246,339,21,203,12,215,0.0,130.7826086956522,133.1304347826087,0.07692307692307693,11,3.0,2018,0,0.0,2
1720,41,3,0.38661433774417,0.249541853613814,0,1696,0.912390397222438,9,3229,HD3229A,HD,7.0,7.0,CO,11,A,5,East Coast,91,108,Middle->Middle,H,0.166827001054209,1,Other,PUB,0,6.0,8.0,665,14.0,1,1,236.0,232.0,421,274,0,236,232,238,11,4,185,189,0.04424778761061947,15.703703703703704,15.925925925925926,0.07317073170731707,7,46.0,2018,1,0.0,2
2187,11,0,0.355809816663146,0.180629063447036,0,2226,0.877252801073574,4,3259,HD3259A,HD,9.0,9.0,CA,11,A,0,East Coast,31,32,K->Middle,H,0.115050210369642,1,Northern California,PNC,1,2.0,8.0,275,14.0,1,1,237.0,241.0,498,464,1,237,241,362,11,-4,261,257,0.0,69.5625,68.34375,0.0,12,19.0,2018,0,0.0,2
1201,35,4,0.614825136778354,0.33091324416817,0,1276,0.906039286561885,4,3267,HD3267A,HD,11.0,11.0,WI,22,A,7,East Coast,64,62,Middle->High,H,0.070655588301881,1,Other,PUB,1,7.0,9.0,792,6.0,0,1,178.0,177.0,322,178,1,178,177,111,22,1,144,145,0.10144927536231885,20.580645161290324,19.370967741935484,0.11428571428571428,3,22.0,2018,1,0.0,1
2051,71,2,0.575158222590093,0.191202373823013,1,2286,0.959832084298133,11,3268,HD3268A,HD,8.0,8.0,CA,34,A,3,East Coast,99,130,PK->High,H,0.102754826186569,1,Southern California,CHD,1,1.0,12.0,1257,15.0,1,1,209.0,209.0,404,249,1,209,209,224,34,0,195,195,0.022556390977443608,17.584615384615386,15.776923076923078,0.028169014084507043,7,103.0,2018,1,0.0,2
1772,3,5,0.616085835499611,0.173928372432279,0,1600,0.688972862519534,2,3280,HD3280A,HD,8.0,8.0,TX,10,A,6,East Coast,4,7,Middle->Middle,H,0.006629769541396,1,Houston,PUB,1,6.0,8.0,733,14.0,0,2,315.0,174.0,383,210,1,315,174,142,10,141,68,209,0.46153846153846156,228.57142857142858,253.14285714285714,1.6666666666666667,5,49.0,2018,0,0.0,1
556,39,4,0.622722383239289,0.104546245737663,1,587,0.925185180181671,4,3323,HG3323T,HG,6.0,6.0,CA,9,T,7,CA History,55,56,K->Elementary,H,0.211053994609343,1,Southern California,PUB,1,2.0,5.0,239,16.0,1,1,219.0,222.0,341,255,0,219,222,210,9,-3,122,119,0.1111111111111111,10.482142857142858,9.928571428571429,0.10256410256410256,7,30.0,2018,2,0.0,2
1446,31,4,0.548067906467754,0.380083105377419,0,1506,0.952889323633446,5,3343,HD3343A,HD,9.0,10.0,IA,9,A,7,East Coast,69,73,Elementary->Middle,H,0.251226808385628,0,Other,PUB,1,5.0,8.0,236,10.0,0,1,215.0,209.0,572,228,1,215,209,180,9,6,357,363,0.0875,20.63013698630137,19.80821917808219,0.12903225806451613,6,1.0,2017,3,1.0,2
